case_id,WEEK_NUM,target,actualdpdtolerance_344P,amtinstpaidbefduel24m_4187115A,annuity_780A,annuitynextmonth_57A,applicationcnt_361L,applications30d_658L,applicationscnt_1086L,applicationscnt_464L,applicationscnt_629L,applicationscnt_867L,avgdbddpdlast24m_3658932P,avgdbddpdlast3m_4187120P,avgdbdtollast24m_4525197P,avgdpdtolclosure24_3658938P,avginstallast24m_3658937A,avglnamtstart24m_4525187A,avgmaxdpdlast9m_3716943P,avgoutstandbalancel6m_4187114A,avgpmtlast12m_4525200A,bankacctype_710L,cardtype_51L,clientscnt12m_3712952L,clientscnt3m_3712950L,clientscnt6m_3712949L,clientscnt_100L,clientscnt_1022L,clientscnt_1071L,clientscnt_1130L,clientscnt_157L,clientscnt_257L,clientscnt_304L,clientscnt_360L,clientscnt_493L,clientscnt_533L,clientscnt_887L,clientscnt_946L,cntincpaycont9m_3716944L,cntpmts24_3658933L,commnoinclast6m_3546845L,credamount_770A,credtype_322L,currdebt_22A,currdebtcredtyperange_828A,datefirstoffer_1144D,datelastinstal40dpd_247D,datelastunpaid_3546854D,daysoverduetolerancedd_3976961L,deferredmnthsnum_166L,disbursedcredamount_1113A,disbursementtype_67L,downpmt_116A,dtlastpmtallstes_4499206D,eir_270L,equalitydataagreement_891L,firstclxcampaign_1125D,firstdatedue_489D,homephncnt_628L,inittransactionamount_650A,inittransactioncode_186L,interestrate_311L,isbidproduct_1095L,isdebitcard_729L,lastactivateddate_801D,lastapplicationdate_877D,lastapprcommoditycat_1041M,lastapprcredamount_781A,lastapprdate_640D,lastcancelreason_561M,lastdelinqdate_224D,lastrejectcommoditycat_161M,lastrejectcommodtypec_5251769M,lastrejectcredamount_222A,lastrejectdate_50D,lastrejectreason_759M,lastrejectreasonclient_4145040M,lastst_736L,maininc_215A,mastercontrelectronic_519L,mastercontrexist_109L,maxannuity_159A,maxdbddpdlast1m_3658939P,maxdbddpdtollast12m_3658940P,maxdbddpdtollast6m_4187119P,maxdebt4_972A,maxdpdfrom6mto36m_3546853P,maxdpdinstldate_3546855D,maxdpdinstlnum_3546846P,maxdpdlast12m_727P,maxdpdlast24m_143P,maxdpdlast3m_392P,maxdpdlast6m_474P,maxdpdlast9m_1059P,maxdpdtolerance_374P,maxinstallast24m_3658928A,maxlnamtstart6m_4525199A,maxoutstandbalancel12m_4187113A,maxpmtlast3m_4525190A,mindbddpdlast24m_3658935P,mindbdtollast24m_4525191P,mobilephncnt_593L,monthsannuity_845L,numactivecreds_622L,numactivecredschannel_414L,numactiverelcontr_750L,numcontrs3months_479L,numincomingpmts_3546848L,numinstlallpaidearly3d_817L,numinstls_657L,numinstlsallpaid_934L,numinstlswithdpd10_728L,numinstlswithdpd5_4187116L,numinstlswithoutdpd_562L,numinstmatpaidtearly2d_4499204L,numinstpaid_4499208L,numinstpaidearly3d_3546850L,numinstpaidearly3dest_4493216L,numinstpaidearly5d_1087L,numinstpaidearly5dest_4493211L,numinstpaidearly5dobd_4499205L,numinstpaidearly_338L,numinstpaidearlyest_4493214L,numinstpaidlastcontr_4325080L,numinstpaidlate1d_3546852L,numinstregularpaid_973L,numinstregularpaidest_4493210L,numinsttopaygr_769L,numinsttopaygrest_4493213L,numinstunpaidmax_3546851L,numinstunpaidmaxest_4493212L,numnotactivated_1143L,numpmtchanneldd_318L,numrejects9m_859L,opencred_647L,paytype1st_925L,paytype_783L,pctinstlsallpaidearl3d_427L,pctinstlsallpaidlat10d_839L,pctinstlsallpaidlate1d_3546856L,pctinstlsallpaidlate4d_3546849L,pctinstlsallpaidlate6d_3546844L,pmtnum_254L,posfpd10lastmonth_333P,posfpd30lastmonth_3976960P,posfstqpd30lastmonth_3976962P,price_1097A,sellerplacecnt_915L,sellerplacescnt_216L,sumoutstandtotal_3546847A,sumoutstandtotalest_4493215A,totaldebt_9A,totalsettled_863A,totinstallast1m_4525188A,twobodfilling_608L,typesuite_864L,validfrom_1069D,assignmentdate_238D,birthdate_574D,dateofbirth_337D,days120_123L,days180_256L,days30_165L,days360_512L,days90_310L,education_1103M,firstquarter_103L,fourthquarter_440L,maritalst_385M,numberofqueries_373L,pmtaverage_3A,pmtcount_693L,pmtscount_423L,pmtssum_45A,responsedate_1012D,riskassesment_302T,riskassesment_940T,secondquarter_766L,thirdquarter_1082L,min_annuity_853A,max_annuity_853A,mean_annuity_853A,max_currdebt_94A,mean_currdebt_94A,sum_currdebt_94A,max_mainoccupationinc_437A,mean_mainoccupationinc_437A,sum_mainoccupationinc_437A,mean_cancelreason_3545846M,PREDICTIONS
285,0,0.0,,,4005.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,34000.0,CAL,0.0,0.0,,,,,0.0,34000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,-849.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,70000.0,-849.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,2231.4001,4503.4,3367.4000499999997,,,0.0,50000.0,27300.0,54600.0,,0.0037394917558133873
286,0,0.0,,,4744.8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60000.0,CAL,0.0,0.0,,,,,0.0,60000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,24.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023810665351543104
287,0,0.0,,,3832.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60000.0,CAL,0.0,0.0,,,,,0.0,60000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,24.0,0.0,,,,0.0,0.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003939295329105226
288,0,0.0,,,3555.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,40000.0,CAL,0.0,0.0,,,,,0.0,40000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,18.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02483107571061373
289,0,0.0,,,1913.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,34000.0,CAL,0.0,0.0,,,,,0.0,34000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,-99.0,a55475b1,,,P94_109_143,,P159_130_59,a55475b1,14000.0,-99.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,18.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,,,,,,,,,,,,,,,,,,,,,,,,,1740.2001,1740.2001,1740.2001,,,0.0,36000.0,36000.0,36000.0,,0.032424736337799964
290,0,0.0,,,2476.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,12000.0,CAL,0.0,0.0,,,,,0.0,12000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0637772064806131
291,0,0.0,,,2555.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,40000.0,CAL,0.0,0.0,,,,,0.0,40000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,24.0,0.0,,,,0.0,1.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02408809059124894
292,0,0.0,0.0,,3867.8,3175.2,0.0,0.0,0.0,2.0,1.0,1.0,1.0,,,1.0,3175.2,,1.0,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,24000.0,CAL,9507.601,9507.601,,,-4.0,2.0,0.0,24000.0,GBA,0.0,,0.42,,,-65.0,0.0,,CASH,0.42,False,,-85.0,-95.0,a55475b1,16000.0,-95.0,a55475b1,-4.0,a55475b1,a55475b1,,,a55475b1,a55475b1,A,60000.0,0.0,0.0,3200.0,2.0,2.0,,0.0,0.0,-4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3175.2,,,,-1.0,,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,,1.0,,,0.0,,0.0,,,0.0,,,2.0,3.0,,3.0,,3.0,,0.0,0.0,0.0,False,OTHER,OTHER,0.0,0.0,0.66667,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,9507.601,,9507.601,9542.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,3175.2,3175.2,3175.2,9049.394,9049.394,9049.394,60000.0,60000.0,60000.0,,0.0003264993843047946
293,0,0.0,,,9580.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,150000.0,CAL,0.0,0.0,,,,,0.0,150000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,24.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,BO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017957631158165697
294,0,1.0,0.0,,2436.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,18.0,,,2.0,5585.0,,2.0,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,40600.0,REL,0.0,0.0,,,-15.0,5.0,0.0,0.0,DD,0.0,,,,,-45.0,1.0,0.0,NDF,,False,False,-63.0,13.0,P12_6_178,15800.0,-76.0,P94_109_143,-15.0,a55475b1,a55475b1,30000.0,13.0,P94_109_143,a55475b1,D,96000.0,0.0,0.0,16508.0,31.0,4.0,,0.0,0.0,-45.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5585.0,,,,4.0,,3.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,1.0,,1.0,,,0.0,,0.0,,,0.0,,,2.0,2.0,,1.0,,0.0,,0.0,0.0,2.0,False,OTHER,OTHER,0.0,0.5,1.0,1.0,0.5,,0.0,0.0,0.0,,0.0,0.0,0.4,,0.0,16930.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,0.0,6362.6,3706.35,0.0,0.0,0.0,96000.0,66500.0,266000.0,,0.004760028358662549
295,0,0.0,,,4711.8003,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,40000.0,CAL,0.0,0.0,,,,,0.0,40000.0,GBA,0.0,,0.45,True,,,0.0,,CASH,0.45,False,,,-1.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,60000.0,-1.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,12.0,0.0,,,,0.0,0.0,,,0.0,0.0,,FO,,,,,,,,,,,,,,,,,,,,,,,,,4089.4001,4089.4001,4089.4001,,,0.0,60000.0,60000.0,60000.0,,0.0018043622484661167
296,0,0.0,0.0,,13165.8,2875.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,2875.8,,0.0,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,100000.0,CAL,2754.0,0.0,,,,0.0,0.0,100000.0,GBA,0.0,,0.45,,,-76.0,0.0,,CASH,0.45,False,,-99.0,-106.0,P159_130_59,17254.0,-106.0,a55475b1,,a55475b1,a55475b1,100000.0,-106.0,P94_109_143,a55475b1,A,20000.0,0.0,0.0,8700.0,-1.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2875.8,,,,-1.0,,2.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,6.0,3.0,0.0,,3.0,,,2.0,,2.0,,,2.0,,,0.0,5.0,,1.0,,1.0,,0.0,0.0,1.0,False,OTHER,OTHER,0.66667,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,1.0,2754.0,,2754.0,14500.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,2875.8,11827.0,7351.4,2754.0,2754.0,2754.0,80000.0,50000.0,100000.0,,0.0017998766506076899
297,0,0.0,,,6387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100000.0,CAL,0.0,0.0,,,,,0.0,100000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,24.0,0.0,,,,0.0,0.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022470593568575958
298,0,0.0,,,2484.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,20000.0,CAL,0.0,0.0,,,,,0.0,20000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,12.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046546631014386707
299,0,0.0,,,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,100000.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,0.0,0.0,NDF,,False,False,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10146068753546016
300,0,0.0,,,2484.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,20000.0,CAL,0.0,0.0,,,,,0.0,20000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,-233.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,30000.0,-233.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,12.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,3707.6,3768.8,3738.2,,,0.0,80000.0,65000.0,130000.0,,0.00011698966055079862
301,0,0.0,,,3832.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,60000.0,CAL,0.0,0.0,,,,,0.0,60000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,-443.0,a55475b1,,,P94_109_143,,P148_110_5,a55475b1,24140.0,-443.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,24.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,2429.4001,8533.0,5481.2000499999995,,,0.0,70000.0,65000.0,130000.0,,0.002723395164109313
302,0,0.0,,,5062.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0,54000.0,CAL,0.0,0.0,,,,,0.0,54000.0,GBA,0.0,,0.42,,,,1.0,,CASH,0.42,False,,,-30.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,80000.0,-30.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,18.0,0.0,0.0,,,1.0,0.0,,,0.0,0.0,,BO,AL,,,,,,,,,,,,,,,,,,,,,,,,5110.6,5110.6,5110.6,,,0.0,24000.0,24000.0,24000.0,,0.0026181839396238753
303,0,1.0,,,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,10000.0,CAL,0.0,0.0,,,,,0.0,10000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,48.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,BO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07393827231750642
304,0,0.0,,,1541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,,,,34000.0,CAL,0.0,0.0,,,,,0.0,34000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,24.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05191827000041068
305,0,1.0,,,3891.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30000.0,CAL,0.0,0.0,,,,,0.0,30000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,12.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002164839272087207
306,0,0.0,,,2070.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,INSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,34510.0,REL,0.0,0.0,,,,,0.0,0.0,DD,0.0,,,,,,1.0,0.0,NDF,,False,False,,-452.0,a55475b1,,,P94_109_143,,a55475b1,a55475b1,60000.0,-452.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,OTHER,OTHER,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,BO,AL,,,,,,,,,,,,,,,,,,,,,,,,3367.2,3367.2,3367.2,,,0.0,50000.0,50000.0,50000.0,,0.0006438718807586928
307,0,0.0,,,5363.8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,80000.0,CAL,0.0,0.0,,,,,0.0,80000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,,a55475b1,,,a55475b1,,a55475b1,a55475b1,,,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,OTHER,OTHER,,,,,,24.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,FO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05956050664975947
308,0,0.0,,,3551.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,CA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,0.0,44000.0,CAL,0.0,0.0,,,,,0.0,44000.0,GBA,0.0,,0.45,,,,0.0,,CASH,0.45,False,,,-140.0,a55475b1,,,P94_109_143,,P109_133_183,a55475b1,70000.0,-140.0,P94_109_143,a55475b1,D,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,False,OTHER,OTHER,,,,,,24.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,,FO,AL,,,,,,,,,,,,,,,,,,,,,,,,4964.8003,4964.8003,4964.8003,,,0.0,40000.0,40000.0,40000.0,,0.0010315066733507558
309,0,0.0,0.0,,7144.0,2590.4001,0.0,1.0,0.0,0.0,0.0,2.0,-1.0,,,0.0,2600.6,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,140000.0,CAL,0.0,0.0,,,-21.0,1.0,0.0,140000.0,GBA,0.0,,0.45,,,-51.0,0.0,,CASH,0.45,False,,-79.0,-9.0,P109_133_183,24665.6,-83.0,P94_109_143,,a55475b1,a55475b1,20000.0,-9.0,P94_109_143,a55475b1,D,90000.0,0.0,0.0,27000.0,-1.0,1.0,,0.0,0.0,-21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2621.0,,,,-1.0,,1.0,2.0,1.0,0.0,0.0,1.0,4.0,9.0,12.0,2.0,0.0,,2.0,,,9.0,,9.0,,,9.0,,,1.0,12.0,,0.0,,0.0,,0.0,0.0,1.0,False,OTHER,OTHER,3.0,0.0,0.33333,0.0,0.0,36.0,0.0,,,,0.0,1.0,0.0,,0.0,31140.0,,FO,,,,,,,,,,,,,,,,,,,,,,,,,1278.4,2590.4001,1934.40005,0.0,0.0,0.0,90000.0,70000.0,140000.0,,0.012908351145974821
